instant,dateday,season,year,month,hour,holiday,day_of_week,workingday,weather_situation,temp,atemp,humidity,casual,registered,count,humidity_category
2174,2011-04-05,Summer,2011,Apr,10,0,Tue,1,Light_rainsnow,0.34,0.303,8100.0,3,25,28,Terlalu Lembab
2175,2011-04-05,Summer,2011,Apr,11,0,Tue,1,Light_rainsnow,0.32,0.2879,8100.0,1,18,19,Terlalu Lembab
2176,2011-04-05,Summer,2011,Apr,12,0,Tue,1,Misty,0.34,0.303,7100.0,6,32,38,Terlalu Lembab
2177,2011-04-05,Summer,2011,Apr,13,0,Tue,1,Misty,0.36,0.3333,6300.0,5,51,56,Terlalu Lembab
2178,2011-04-05,Summer,2011,Apr,14,0,Tue,1,Misty,0.36,0.3182,5699.999999999999,9,67,76,Terlalu Lembab
2179,2011-04-05,Summer,2011,Apr,15,0,Tue,1,Clear,0.4,0.4091,4600.0,6,62,68,Terlalu Lembab
2180,2011-04-05,Summer,2011,Apr,16,0,Tue,1,Clear,0.38,0.3939,4600.0,17,113,130,Terlalu Lembab
2181,2011-04-05,Summer,2011,Apr,17,0,Tue,1,Clear,0.42,0.4242,3800.0,27,246,273,Terlalu Lembab
2182,2011-04-05,Summer,2011,Apr,18,0,Tue,1,Clear,0.38,0.3939,4000.0,19,248,267,Terlalu Lembab
2183,2011-04-05,Summer,2011,Apr,19,0,Tue,1,Clear,0.36,0.3333,4300.0,12,148,160,Terlalu Lembab
2184,2011-04-05,Summer,2011,Apr,20,0,Tue,1,Clear,0.34,0.3182,4600.0,4,87,91,Terlalu Lembab
2185,2011-04-05,Summer,2011,Apr,21,0,Tue,1,Clear,0.34,0.2879,4600.0,8,81,89,Terlalu Lembab
2186,2011-04-05,Summer,2011,Apr,22,0,Tue,1,Clear,0.32,0.303,4900.0,3,43,46,Terlalu Lembab
2187,2011-04-05,Summer,2011,Apr,23,0,Tue,1,Clear,0.3,0.2879,4900.0,3,23,26,Terlalu Lembab
2188,2011-04-06,Summer,2011,Apr,0,0,Wed,1,Clear,0.3,0.3182,4900.0,0,15,15,Terlalu Lembab
2189,2011-04-06,Summer,2011,Apr,1,0,Wed,1,Clear,0.26,0.2727,6000.0,0,2,2,Terlalu Lembab
2190,2011-04-06,Summer,2011,Apr,2,0,Wed,1,Clear,0.24,0.2424,7000.0,0,5,5,Terlalu Lembab
2191,2011-04-06,Summer,2011,Apr,3,0,Wed,1,Clear,0.26,0.2727,6000.0,0,4,4,Terlalu Lembab
2192,2011-04-06,Summer,2011,Apr,4,0,Wed,1,Clear,0.24,0.2424,6500.0,0,1,1,Terlalu Lembab
2193,2011-04-06,Summer,2011,Apr,5,0,Wed,1,Clear,0.24,0.2576,7000.0,1,12,13,Terlalu Lembab
2194,2011-04-06,Summer,2011,Apr,6,0,Wed,1,Clear,0.24,0.2576,7000.0,4,52,56,Terlalu Lembab
2195,2011-04-06,Summer,2011,Apr,7,0,Wed,1,Clear,0.26,0.2727,6500.0,3,130,133,Terlalu Lembab
2196,2011-04-06,Summer,2011,Apr,8,0,Wed,1,Clear,0.32,0.303,6100.0,17,308,325,Terlalu Lembab
2197,2011-04-06,Summer,2011,Apr,9,0,Wed,1,Clear,0.36,0.3333,4600.0,8,157,165,Terlalu Lembab
2198,2011-04-06,Summer,2011,Apr,10,0,Wed,1,Clear,0.4,0.4091,3700.0,21,48,69,Terlalu Lembab
2199,2011-04-06,Summer,2011,Apr,11,0,Wed,1,Clear,0.42,0.4242,3800.0,23,70,93,Terlalu Lembab
2200,2011-04-06,Summer,2011,Apr,12,0,Wed,1,Clear,0.44,0.4394,4100.0,22,112,134,Terlalu Lembab
2201,2011-04-06,Summer,2011,Apr,13,0,Wed,1,Clear,0.46,0.4545,3800.0,29,83,112,Terlalu Lembab
2202,2011-04-06,Summer,2011,Apr,14,0,Wed,1,Clear,0.5,0.4848,3400.0,35,80,115,Terlalu Lembab
2203,2011-04-06,Summer,2011,Apr,15,0,Wed,1,Clear,0.52,0.5,3200.0,34,83,117,Terlalu Lembab
2204,2011-04-06,Summer,2011,Apr,16,0,Wed,1,Clear,0.54,0.5152,2800.0000000000005,27,142,169,Terlalu Lembab
2205,2011-04-06,Summer,2011,Apr,17,0,Wed,1,Clear,0.52,0.5,3200.0,53,303,356,Terlalu Lembab
2206,2011-04-06,Summer,2011,Apr,18,0,Wed,1,Clear,0.52,0.5,2899.9999999999995,43,282,325,Terlalu Lembab
2207,2011-04-06,Summer,2011,Apr,19,0,Wed,1,Clear,0.5,0.4848,3100.0,36,196,232,Terlalu Lembab
2208,2011-04-06,Summer,2011,Apr,20,0,Wed,1,Clear,0.46,0.4545,5100.0,15,126,141,Terlalu Lembab
2209,2011-04-06,Summer,2011,Apr,21,0,Wed,1,Clear,0.46,0.4545,4100.0,18,84,102,Terlalu Lembab
2210,2011-04-06,Summer,2011,Apr,22,0,Wed,1,Clear,0.46,0.4545,4100.0,13,71,84,Terlalu Lembab
2211,2011-04-06,Summer,2011,Apr,23,0,Wed,1,Clear,0.46,0.4545,4100.0,11,29,40,Terlalu Lembab
2212,2011-04-07,Summer,2011,Apr,0,0,Thu,1,Clear,0.46,0.4545,4100.0,5,15,20,Terlalu Lembab
2213,2011-04-07,Summer,2011,Apr,1,0,Thu,1,Clear,0.42,0.4242,4700.0,2,11,13,Terlalu Lembab
2214,2011-04-07,Summer,2011,Apr,2,0,Thu,1,Clear,0.42,0.4242,5400.0,0,7,7,Terlalu Lembab
2215,2011-04-07,Summer,2011,Apr,3,0,Thu,1,Clear,0.36,0.3485,6600.0,0,3,3,Terlalu Lembab
2216,2011-04-07,Summer,2011,Apr,4,0,Thu,1,Clear,0.34,0.3333,7600.0,0,1,1,Terlalu Lembab
2217,2011-04-07,Summer,2011,Apr,5,0,Thu,1,Clear,0.34,0.3182,7600.0,0,6,6,Terlalu Lembab
2218,2011-04-07,Summer,2011,Apr,6,0,Thu,1,Clear,0.32,0.303,8100.0,5,59,64,Terlalu Lembab
2219,2011-04-07,Summer,2011,Apr,7,0,Thu,1,Misty,0.34,0.3333,7600.0,8,152,160,Terlalu Lembab
2220,2011-04-07,Summer,2011,Apr,8,0,Thu,1,Clear,0.36,0.3485,7600.0,23,291,314,Terlalu Lembab
2221,2011-04-07,Summer,2011,Apr,9,0,Thu,1,Misty,0.4,0.4091,6600.0,15,155,170,Terlalu Lembab
2222,2011-04-07,Summer,2011,Apr,10,0,Thu,1,Misty,0.42,0.4242,6700.0,29,66,95,Terlalu Lembab
2223,2011-04-07,Summer,2011,Apr,11,0,Thu,1,Misty,0.46,0.4545,5500.000000000001,36,86,122,Terlalu Lembab
2224,2011-04-07,Summer,2011,Apr,12,0,Thu,1,Misty,0.46,0.4545,5500.000000000001,39,114,153,Terlalu Lembab
2225,2011-04-07,Summer,2011,Apr,13,0,Thu,1,Misty,0.52,0.5,4800.0,36,99,135,Terlalu Lembab
2226,2011-04-07,Summer,2011,Apr,14,0,Thu,1,Clear,0.56,0.5303,4300.0,46,111,157,Terlalu Lembab
2227,2011-04-07,Summer,2011,Apr,15,0,Thu,1,Clear,0.6,0.6212,3800.0,27,133,160,Terlalu Lembab
2228,2011-04-07,Summer,2011,Apr,16,0,Thu,1,Clear,0.6,0.6212,3500.0,52,161,213,Terlalu Lembab
2229,2011-04-07,Summer,2011,Apr,17,0,Thu,1,Clear,0.52,0.5,5200.0,63,280,343,Terlalu Lembab
2230,2011-04-07,Summer,2011,Apr,18,0,Thu,1,Clear,0.48,0.4697,5500.000000000001,68,265,333,Terlalu Lembab
2231,2011-04-07,Summer,2011,Apr,19,0,Thu,1,Clear,0.46,0.4545,5900.0,34,192,226,Terlalu Lembab
2232,2011-04-07,Summer,2011,Apr,20,0,Thu,1,Clear,0.44,0.4394,6200.0,37,166,203,Terlalu Lembab
2233,2011-04-07,Summer,2011,Apr,21,0,Thu,1,Misty,0.44,0.4394,6700.0,19,89,108,Terlalu Lembab
2234,2011-04-07,Summer,2011,Apr,22,0,Thu,1,Misty,0.4,0.4091,7600.0,18,63,81,Terlalu Lembab
2235,2011-04-07,Summer,2011,Apr,23,0,Thu,1,Clear,0.38,0.3939,7600.0,9,45,54,Terlalu Lembab
2236,2011-04-08,Summer,2011,Apr,0,0,Fri,1,Misty,0.36,0.3485,7600.0,4,21,25,Terlalu Lembab
2237,2011-04-08,Summer,2011,Apr,1,0,Fri,1,Misty,0.34,0.3333,7600.0,3,6,9,Terlalu Lembab
2238,2011-04-08,Summer,2011,Apr,2,0,Fri,1,Light_rainsnow,0.34,0.3333,7600.0,3,10,13,Terlalu Lembab
2239,2011-04-08,Summer,2011,Apr,3,0,Fri,1,Light_rainsnow,0.34,0.3333,7600.0,0,1,1,Terlalu Lembab
2240,2011-04-08,Summer,2011,Apr,4,0,Fri,1,Misty,0.34,0.3333,8600.0,0,1,1,Terlalu Lembab
2241,2011-04-08,Summer,2011,Apr,5,0,Fri,1,Misty,0.32,0.3182,8700.0,1,8,9,Terlalu Lembab
2242,2011-04-08,Summer,2011,Apr,6,0,Fri,1,Misty,0.34,0.3636,8700.0,2,33,35,Terlalu Lembab
2243,2011-04-08,Summer,2011,Apr,7,0,Fri,1,Light_rainsnow,0.34,0.3333,8700.0,4,109,113,Terlalu Lembab
2244,2011-04-08,Summer,2011,Apr,8,0,Fri,1,Light_rainsnow,0.34,0.3333,8700.0,13,208,221,Terlalu Lembab
2245,2011-04-08,Summer,2011,Apr,9,0,Fri,1,Misty,0.36,0.3485,7600.0,17,168,185,Terlalu Lembab
2246,2011-04-08,Summer,2011,Apr,10,0,Fri,1,Misty,0.36,0.3333,7100.0,10,63,73,Terlalu Lembab
2247,2011-04-08,Summer,2011,Apr,11,0,Fri,1,Misty,0.4,0.4091,6200.0,19,79,98,Terlalu Lembab
2248,2011-04-08,Summer,2011,Apr,12,0,Fri,1,Light_rainsnow,0.38,0.3939,6600.0,29,51,80,Terlalu Lembab
2249,2011-04-08,Summer,2011,Apr,13,0,Fri,1,Light_rainsnow,0.36,0.3333,7600.0,7,35,42,Terlalu Lembab
2250,2011-04-08,Summer,2011,Apr,14,0,Fri,1,Light_rainsnow,0.34,0.3182,8700.0,2,13,15,Terlalu Lembab
2251,2011-04-08,Summer,2011,Apr,15,0,Fri,1,Light_rainsnow,0.34,0.3182,8700.0,1,24,25,Terlalu Lembab
2252,2011-04-08,Summer,2011,Apr,16,0,Fri,1,Misty,0.32,0.303,9300.0,2,58,60,Terlalu Lembab
2253,2011-04-08,Summer,2011,Apr,17,0,Fri,1,Light_rainsnow,0.32,0.303,9300.0,10,138,148,Terlalu Lembab
2254,2011-04-08,Summer,2011,Apr,18,0,Fri,1,Light_rainsnow,0.32,0.303,9300.0,8,54,62,Terlalu Lembab
2255,2011-04-08,Summer,2011,Apr,19,0,Fri,1,Light_rainsnow,0.3,0.2727,9300.0,1,52,53,Terlalu Lembab
2256,2011-04-08,Summer,2011,Apr,20,0,Fri,1,Misty,0.3,0.2727,9300.0,12,51,63,Terlalu Lembab
2257,2011-04-08,Summer,2011,Apr,21,0,Fri,1,Misty,0.3,0.2879,9300.0,11,43,54,Terlalu Lembab
2258,2011-04-08,Summer,2011,Apr,22,0,Fri,1,Misty,0.3,0.2727,9300.0,9,42,51,Terlalu Lembab
2259,2011-04-08,Summer,2011,Apr,23,0,Fri,1,Misty,0.3,0.2879,9300.0,4,31,35,Terlalu Lembab
2260,2011-04-09,Summer,2011,Apr,0,0,Sat,0,Misty,0.3,0.2879,8700.0,5,26,31,Terlalu Lembab
2261,2011-04-09,Summer,2011,Apr,1,0,Sat,0,Misty,0.3,0.303,8700.0,3,17,20,Terlalu Lembab
2262,2011-04-09,Summer,2011,Apr,2,0,Sat,0,Misty,0.32,0.303,8700.0,2,15,17,Terlalu Lembab
2263,2011-04-09,Summer,2011,Apr,3,0,Sat,0,Light_rainsnow,0.3,0.2879,10000.0,3,11,14,Terlalu Lembab
2264,2011-04-09,Summer,2011,Apr,4,0,Sat,0,Light_rainsnow,0.3,0.2727,10000.0,0,3,3,Terlalu Lembab
2265,2011-04-09,Summer,2011,Apr,5,0,Sat,0,Misty,0.3,0.2879,9300.0,0,5,5,Terlalu Lembab
2266,2011-04-09,Summer,2011,Apr,6,0,Sat,0,Misty,0.3,0.2879,9300.0,0,13,13,Terlalu Lembab
2267,2011-04-09,Summer,2011,Apr,7,0,Sat,0,Misty,0.3,0.303,9300.0,8,13,21,Terlalu Lembab
2268,2011-04-09,Summer,2011,Apr,8,0,Sat,0,Misty,0.32,0.303,9300.0,7,47,54,Terlalu Lembab
2269,2011-04-09,Summer,2011,Apr,9,0,Sat,0,Misty,0.34,0.3485,8700.0,27,71,98,Terlalu Lembab
2270,2011-04-09,Summer,2011,Apr,10,0,Sat,0,Misty,0.34,0.3333,8700.0,43,90,133,Terlalu Lembab
2271,2011-04-09,Summer,2011,Apr,11,0,Sat,0,Misty,0.36,0.3636,8100.0,51,91,142,Terlalu Lembab
2272,2011-04-09,Summer,2011,Apr,12,0,Sat,0,Misty,0.36,0.3485,8100.0,79,123,202,Terlalu Lembab
2273,2011-04-09,Summer,2011,Apr,13,0,Sat,0,Misty,0.36,0.3788,8100.0,114,108,222,Terlalu Lembab
2274,2011-04-09,Summer,2011,Apr,14,0,Sat,0,Misty,0.36,0.3485,8100.0,94,118,212,Terlalu Lembab
2275,2011-04-09,Summer,2011,Apr,15,0,Sat,0,Misty,0.36,0.3788,8700.0,85,116,201,Terlalu Lembab
2276,2011-04-09,Summer,2011,Apr,16,0,Sat,0,Misty,0.38,0.3939,8200.0,73,118,191,Terlalu Lembab
2277,2011-04-09,Summer,2011,Apr,17,0,Sat,0,Misty,0.38,0.3939,8200.0,128,129,257,Terlalu Lembab
2278,2011-04-09,Summer,2011,Apr,18,0,Sat,0,Misty,0.38,0.3939,8200.0,48,129,177,Terlalu Lembab
2279,2011-04-09,Summer,2011,Apr,19,0,Sat,0,Misty,0.38,0.3939,8200.0,47,83,130,Terlalu Lembab
2280,2011-04-09,Summer,2011,Apr,20,0,Sat,0,Misty,0.38,0.3939,8700.0,19,74,93,Terlalu Lembab
2281,2011-04-09,Summer,2011,Apr,21,0,Sat,0,Misty,0.36,0.3485,9300.0,10,65,75,Terlalu Lembab
2282,2011-04-09,Summer,2011,Apr,22,0,Sat,0,Misty,0.36,0.3485,9300.0,21,66,87,Terlalu Lembab
2283,2011-04-09,Summer,2011,Apr,23,0,Sat,0,Misty,0.38,0.3939,8700.0,12,45,57,Terlalu Lembab
2284,2011-04-10,Summer,2011,Apr,0,0,Sun,0,Misty,0.38,0.3939,8700.0,5,48,53,Terlalu Lembab
2285,2011-04-10,Summer,2011,Apr,1,0,Sun,0,Misty,0.38,0.3939,8700.0,6,31,37,Terlalu Lembab
2286,2011-04-10,Summer,2011,Apr,2,0,Sun,0,Misty,0.38,0.3939,8700.0,12,24,36,Terlalu Lembab
2287,2011-04-10,Summer,2011,Apr,3,0,Sun,0,Misty,0.38,0.3939,8700.0,5,11,16,Terlalu Lembab
2288,2011-04-10,Summer,2011,Apr,4,0,Sun,0,Misty,0.36,0.3636,9300.0,3,2,5,Terlalu Lembab
2289,2011-04-10,Summer,2011,Apr,5,0,Sun,0,Misty,0.36,0.3636,9300.0,0,4,4,Terlalu Lembab
2290,2011-04-10,Summer,2011,Apr,6,0,Sun,0,Misty,0.36,0.3636,9300.0,0,4,4,Terlalu Lembab
2291,2011-04-10,Summer,2011,Apr,7,0,Sun,0,Misty,0.36,0.3636,10000.0,3,7,10,Terlalu Lembab
2292,2011-04-10,Summer,2011,Apr,8,0,Sun,0,Misty,0.38,0.3939,9400.0,17,38,55,Terlalu Lembab
2293,2011-04-10,Summer,2011,Apr,9,0,Sun,0,Misty,0.38,0.3939,9400.0,31,50,81,Terlalu Lembab
2294,2011-04-10,Summer,2011,Apr,10,0,Sun,0,Misty,0.4,0.4091,8700.0,69,81,150,Terlalu Lembab
2295,2011-04-10,Summer,2011,Apr,11,0,Sun,0,Misty,0.4,0.4091,8700.0,93,109,202,Terlalu Lembab
2296,2011-04-10,Summer,2011,Apr,12,0,Sun,0,Misty,0.42,0.4242,8800.0,94,136,230,Terlalu Lembab
2297,2011-04-10,Summer,2011,Apr,13,0,Sun,0,Clear,0.46,0.4545,8200.0,121,142,263,Terlalu Lembab
2298,2011-04-10,Summer,2011,Apr,14,0,Sun,0,Clear,0.5,0.4848,7200.0,148,133,281,Terlalu Lembab
2299,2011-04-10,Summer,2011,Apr,15,0,Sun,0,Clear,0.5,0.4848,7700.0,156,141,297,Terlalu Lembab
2300,2011-04-10,Summer,2011,Apr,16,0,Sun,0,Misty,0.52,0.5,7200.0,135,153,288,Terlalu Lembab
2301,2011-04-10,Summer,2011,Apr,17,0,Sun,0,Misty,0.52,0.5,7200.0,84,152,236,Terlalu Lembab
2302,2011-04-10,Summer,2011,Apr,18,0,Sun,0,Clear,0.5,0.4848,7700.0,103,137,240,Terlalu Lembab
2303,2011-04-10,Summer,2011,Apr,19,0,Sun,0,Clear,0.5,0.4848,7700.0,47,84,131,Terlalu Lembab
2304,2011-04-10,Summer,2011,Apr,20,0,Sun,0,Clear,0.46,0.4545,8200.0,21,71,92,Terlalu Lembab
2305,2011-04-10,Summer,2011,Apr,21,0,Sun,0,Clear,0.44,0.4394,8800.0,18,77,95,Terlalu Lembab
2306,2011-04-10,Summer,2011,Apr,22,0,Sun,0,Clear,0.44,0.4394,9400.0,12,45,57,Terlalu Lembab
2307,2011-04-10,Summer,2011,Apr,23,0,Sun,0,Clear,0.46,0.4545,8800.0,5,27,32,Terlalu Lembab
2308,2011-04-11,Summer,2011,Apr,0,0,Mon,1,Clear,0.48,0.4697,8800.0,7,16,23,Terlalu Lembab
2309,2011-04-11,Summer,2011,Apr,1,0,Mon,1,Clear,0.46,0.4545,9400.0,1,3,4,Terlalu Lembab
2310,2011-04-11,Summer,2011,Apr,2,0,Mon,1,Clear,0.46,0.4545,9400.0,7,2,9,Terlalu Lembab
2311,2011-04-11,Summer,2011,Apr,4,0,Mon,1,Clear,0.46,0.4545,9400.0,0,1,1,Terlalu Lembab
2312,2011-04-11,Summer,2011,Apr,5,0,Mon,1,Clear,0.46,0.4545,9400.0,1,12,13,Terlalu Lembab
2313,2011-04-11,Summer,2011,Apr,6,0,Mon,1,Misty,0.46,0.4545,10000.0,2,59,61,Terlalu Lembab
2314,2011-04-11,Summer,2011,Apr,7,0,Mon,1,Misty,0.5,0.4848,8800.0,12,164,176,Terlalu Lembab
2315,2011-04-11,Summer,2011,Apr,8,0,Mon,1,Misty,0.52,0.5,8800.0,28,286,314,Terlalu Lembab
2316,2011-04-11,Summer,2011,Apr,9,0,Mon,1,Misty,0.56,0.5303,8300.0,33,132,165,Terlalu Lembab
2317,2011-04-11,Summer,2011,Apr,10,0,Mon,1,Misty,0.56,0.5303,8300.0,41,55,96,Terlalu Lembab
2318,2011-04-11,Summer,2011,Apr,11,0,Mon,1,Misty,0.6,0.5909,7300.0,45,59,104,Terlalu Lembab
2319,2011-04-11,Summer,2011,Apr,12,0,Mon,1,Misty,0.6,0.5909,7300.0,37,97,134,Terlalu Lembab
2320,2011-04-11,Summer,2011,Apr,13,0,Mon,1,Misty,0.64,0.6061,6900.0,62,77,139,Terlalu Lembab
2321,2011-04-11,Summer,2011,Apr,14,0,Mon,1,Misty,0.72,0.6667,5400.0,60,85,145,Terlalu Lembab
2322,2011-04-11,Summer,2011,Apr,15,0,Mon,1,Clear,0.74,0.6667,4800.0,56,85,141,Terlalu Lembab
2323,2011-04-11,Summer,2011,Apr,16,0,Mon,1,Clear,0.74,0.6667,4800.0,73,162,235,Terlalu Lembab
2324,2011-04-11,Summer,2011,Apr,17,0,Mon,1,Clear,0.74,0.6667,4800.0,100,352,452,Terlalu Lembab
2325,2011-04-11,Summer,2011,Apr,18,0,Mon,1,Clear,0.72,0.6667,5100.0,93,290,383,Terlalu Lembab
2326,2011-04-11,Summer,2011,Apr,19,0,Mon,1,Clear,0.72,0.6667,5100.0,73,211,284,Terlalu Lembab
2327,2011-04-11,Summer,2011,Apr,20,0,Mon,1,Clear,0.68,0.6364,5699.999999999999,44,122,166,Terlalu Lembab
2328,2011-04-11,Summer,2011,Apr,21,0,Mon,1,Clear,0.66,0.6212,6100.0,39,119,158,Terlalu Lembab
2329,2011-04-11,Summer,2011,Apr,22,0,Mon,1,Misty,0.64,0.6212,5000.0,25,66,91,Terlalu Lembab
2330,2011-04-11,Summer,2011,Apr,23,0,Mon,1,Light_rainsnow,0.58,0.5455,6000.0,16,38,54,Terlalu Lembab
2331,2011-04-12,Summer,2011,Apr,0,0,Tue,1,Misty,0.62,0.6212,5000.0,11,13,24,Terlalu Lembab
2332,2011-04-12,Summer,2011,Apr,1,0,Tue,1,Misty,0.62,0.6212,5000.0,6,7,13,Terlalu Lembab
2333,2011-04-12,Summer,2011,Apr,2,0,Tue,1,Misty,0.6,0.6212,5300.0,7,7,14,Terlalu Lembab
2334,2011-04-12,Summer,2011,Apr,3,0,Tue,1,Misty,0.58,0.5455,5600.000000000001,0,1,1,Terlalu Lembab
2335,2011-04-12,Summer,2011,Apr,4,0,Tue,1,Misty,0.56,0.5303,6400.0,4,2,6,Terlalu Lembab
2336,2011-04-12,Summer,2011,Apr,5,0,Tue,1,Misty,0.54,0.5152,6800.0,1,15,16,Terlalu Lembab
2337,2011-04-12,Summer,2011,Apr,6,0,Tue,1,Misty,0.54,0.5152,6800.0,3,55,58,Terlalu Lembab
2338,2011-04-12,Summer,2011,Apr,7,0,Tue,1,Misty,0.54,0.5152,6800.0,12,177,189,Terlalu Lembab
2339,2011-04-12,Summer,2011,Apr,8,0,Tue,1,Light_rainsnow,0.48,0.4697,8800.0,15,211,226,Terlalu Lembab
2340,2011-04-12,Summer,2011,Apr,9,0,Tue,1,Light_rainsnow,0.46,0.4545,9400.0,4,50,54,Terlalu Lembab
2341,2011-04-12,Summer,2011,Apr,10,0,Tue,1,Light_rainsnow,0.5,0.4848,8200.0,6,34,40,Terlalu Lembab
2342,2011-04-12,Summer,2011,Apr,11,0,Tue,1,Clear,0.52,0.5,7700.0,11,38,49,Terlalu Lembab
2343,2011-04-12,Summer,2011,Apr,12,0,Tue,1,Misty,0.56,0.5303,6400.0,9,83,92,Terlalu Lembab
2344,2011-04-12,Summer,2011,Apr,13,0,Tue,1,Light_rainsnow,0.54,0.5152,6800.0,22,84,106,Terlalu Lembab
2345,2011-04-12,Summer,2011,Apr,14,0,Tue,1,Misty,0.5,0.4848,8200.0,16,28,44,Terlalu Lembab
2346,2011-04-12,Summer,2011,Apr,15,0,Tue,1,Misty,0.48,0.4697,7700.0,24,54,78,Terlalu Lembab
2347,2011-04-12,Summer,2011,Apr,16,0,Tue,1,Misty,0.48,0.4697,7700.0,19,80,99,Terlalu Lembab
2348,2011-04-12,Summer,2011,Apr,17,0,Tue,1,Light_rainsnow,0.44,0.4394,7700.0,29,262,291,Terlalu Lembab
2349,2011-04-12,Summer,2011,Apr,18,0,Tue,1,Light_rainsnow,0.44,0.4394,7700.0,21,203,224,Terlalu Lembab
2350,2011-04-12,Summer,2011,Apr,19,0,Tue,1,Misty,0.42,0.4242,8200.0,3,127,130,Terlalu Lembab
2351,2011-04-12,Summer,2011,Apr,20,0,Tue,1,Misty,0.42,0.4242,8200.0,9,94,103,Terlalu Lembab
2352,2011-04-12,Summer,2011,Apr,21,0,Tue,1,Misty,0.42,0.4242,8200.0,10,74,84,Terlalu Lembab
2353,2011-04-12,Summer,2011,Apr,22,0,Tue,1,Misty,0.4,0.4091,9400.0,7,47,54,Terlalu Lembab
2354,2011-04-12,Summer,2011,Apr,23,0,Tue,1,Misty,0.4,0.4091,9400.0,8,31,39,Terlalu Lembab
2355,2011-04-13,Summer,2011,Apr,0,0,Wed,1,Misty,0.4,0.4091,10000.0,3,12,15,Terlalu Lembab
2356,2011-04-13,Summer,2011,Apr,1,0,Wed,1,Misty,0.4,0.4091,10000.0,0,1,1,Terlalu Lembab
2357,2011-04-13,Summer,2011,Apr,2,0,Wed,1,Light_rainsnow,0.4,0.4091,10000.0,0,2,2,Terlalu Lembab
2358,2011-04-13,Summer,2011,Apr,3,0,Wed,1,Light_rainsnow,0.4,0.4091,9400.0,0,2,2,Terlalu Lembab
2359,2011-04-13,Summer,2011,Apr,4,0,Wed,1,Light_rainsnow,0.4,0.4091,9400.0,1,2,3,Terlalu Lembab
2360,2011-04-13,Summer,2011,Apr,5,0,Wed,1,Light_rainsnow,0.38,0.3939,9400.0,1,4,5,Terlalu Lembab
2361,2011-04-13,Summer,2011,Apr,6,0,Wed,1,Light_rainsnow,0.38,0.3939,9400.0,1,33,34,Terlalu Lembab
2362,2011-04-13,Summer,2011,Apr,7,0,Wed,1,Light_rainsnow,0.36,0.3485,10000.0,3,67,70,Terlalu Lembab
2363,2011-04-13,Summer,2011,Apr,8,0,Wed,1,Light_rainsnow,0.38,0.3939,9400.0,6,158,164,Terlalu Lembab
2364,2011-04-13,Summer,2011,Apr,9,0,Wed,1,Misty,0.38,0.3939,9400.0,2,63,65,Terlalu Lembab
2365,2011-04-13,Summer,2011,Apr,10,0,Wed,1,Misty,0.4,0.4091,8700.0,4,42,46,Terlalu Lembab
2366,2011-04-13,Summer,2011,Apr,11,0,Wed,1,Misty,0.42,0.4242,8200.0,4,57,61,Terlalu Lembab
2367,2011-04-13,Summer,2011,Apr,12,0,Wed,1,Light_rainsnow,0.42,0.4242,8200.0,12,83,95,Terlalu Lembab
2368,2011-04-13,Summer,2011,Apr,13,0,Wed,1,Misty,0.44,0.4394,7700.0,6,55,61,Terlalu Lembab
2369,2011-04-13,Summer,2011,Apr,14,0,Wed,1,Misty,0.42,0.4242,7700.0,24,82,106,Terlalu Lembab
2370,2011-04-13,Summer,2011,Apr,15,0,Wed,1,Misty,0.44,0.4394,7200.0,12,69,81,Terlalu Lembab
2371,2011-04-13,Summer,2011,Apr,16,0,Wed,1,Clear,0.46,0.4545,6700.0,23,119,142,Terlalu Lembab
2372,2011-04-13,Summer,2011,Apr,17,0,Wed,1,Clear,0.46,0.4545,6700.0,25,284,309,Terlalu Lembab
2373,2011-04-13,Summer,2011,Apr,18,0,Wed,1,Clear,0.44,0.4394,6200.0,28,293,321,Terlalu Lembab
2374,2011-04-13,Summer,2011,Apr,19,0,Wed,1,Clear,0.44,0.4394,6200.0,15,160,175,Terlalu Lembab
2375,2011-04-13,Summer,2011,Apr,20,0,Wed,1,Clear,0.44,0.4394,6200.0,7,119,126,Terlalu Lembab
2376,2011-04-13,Summer,2011,Apr,21,0,Wed,1,Clear,0.42,0.4242,6700.0,17,100,117,Terlalu Lembab
2377,2011-04-13,Summer,2011,Apr,22,0,Wed,1,Clear,0.42,0.4242,6700.0,10,89,99,Terlalu Lembab
2378,2011-04-13,Summer,2011,Apr,23,0,Wed,1,Clear,0.4,0.4091,7100.0,5,57,62,Terlalu Lembab
2379,2011-04-14,Summer,2011,Apr,0,0,Thu,1,Clear,0.38,0.3939,7600.0,3,18,21,Terlalu Lembab
2380,2011-04-14,Summer,2011,Apr,1,0,Thu,1,Clear,0.38,0.3939,7600.0,1,9,10,Terlalu Lembab
2381,2011-04-14,Summer,2011,Apr,2,0,Thu,1,Clear,0.36,0.3485,7600.0,0,3,3,Terlalu Lembab
2382,2011-04-14,Summer,2011,Apr,3,0,Thu,1,Clear,0.34,0.3333,8100.0,0,2,2,Terlalu Lembab
2383,2011-04-14,Summer,2011,Apr,4,0,Thu,1,Clear,0.34,0.3636,7600.0,1,8,9,Terlalu Lembab
2384,2011-04-14,Summer,2011,Apr,5,0,Thu,1,Clear,0.34,0.3485,7600.0,2,12,14,Terlalu Lembab
2385,2011-04-14,Summer,2011,Apr,6,0,Thu,1,Clear,0.34,0.3485,7600.0,4,66,70,Terlalu Lembab
